HGNC.symbol	MGI.symbol
12107	PRAMEF2	Pramel39
12108	PRAMEF2	Pramel40
12109	PRAMEF2	AA792892
12110	PRAMEF2	Pramel41
12111	PRAMEF2	Pramel42
12112	PRAMEF2	Pramel43
12113	PRAMEF2	Pramel44
12114	PRAMEF2	Gm6205
12115	PRAMEF2	Gm3183
12116	PRAMEF2	Gm6367
12117	PRAMEF2	Pramel45
12118	PRAMEF2	Gm16513
12119	PRAMEF2	Pramel46
12120	PRAMEF2	Pramel47
12121	PRAMEF2	Pramel48
12122	PRAMEF2	Gm3286
12123	PRAMEF2	Pramel49
12124	PRAMEF2	Pramel50
12125	PRAMEF2	Gm7982
12126	PRAMEF2	E330014E10Rik
12127	PRAMEF2	Pramel7
12128	PRAMEF2	Pramel6
12129	PRAMEF2	Pramel1
12130	PRAMEF2	Pramel12
12131	PRAMEF2	Oog4
12132	PRAMEF2	Gm13043
12133	PRAMEF2	Gm13040
12134	PRAMEF2	Gm13057
12135	PRAMEF2	Pramel20
12136	PRAMEF2	Pramel21
12137	PRAMEF2	Pramel22
12138	PRAMEF2	Pramel23
12139	PRAMEF2	Pramel24
12140	PRAMEF2	Pramel25
12141	PRAMEF2	Pramel26
12142	PRAMEF2	Pramel27
12143	PRAMEF2	Pramel11
12144	PRAMEF2	Pramel16
12145	PRAMEF2	Pramel28
12146	PRAMEF2	Pramel14
12147	PRAMEF2	Pramel4
12148	PRAMEF2	Gm13102
12149	PRAMEF2	Oog3
12150	PRAMEF2	Oog2
12151	PRAMEF2	Pramel29
12152	PRAMEF2	Pramel5
12153	PRAMEF2	Pramel30
12154	PRAMEF2	Pramel31
12155	PRAMEF2	Pramel15
12156	PRAMEF2	Pramel13
12157	SETDB1	Setdb1
12158	CERS2	Cers2
12159	OR4F16	Olfr1303
12160	PDPN	Pdpn
12161	C1orf158	1700012P22Rik
12162	NUDT4B	Nudt4
12163	CPLANE2	Cplane2
12164	FLG	Flg
12165	MRPS21	Mrps21
12166	ICMT	Icmt
12167	LENEP	Lenep
12168	AADACL4	Aadacl4fm1
12169	AADACL4	Aadacl4
12170	AADACL4	Aadacl4fm4
12171	AADACL4	AAdacl4fm3
12172	AADACL4	Aadacl4fm5
12173	PRAMEF17	Gm2042
12174	PRAMEF17	Pramel51
12175	PRAMEF17	Pramel32
12176	PRAMEF17	Pramel17
12177	PRAMEF17	C130073F10Rik
12178	PRAMEF17	Pramel18
12179	PRAMEF17	Pramel19
12180	PRAMEF17	Gm12790
12181	PRAMEF17	Gm12789
12182	PRAMEF17	Pramel33
12183	PRAMEF17	Pramel34
12184	PRAMEF17	Pramel35
12185	PRAMEF17	Pramel36
12186	PRAMEF17	Pramel37
12187	PRAMEF17	Gm6351
12188	PRAMEF17	Pramel38
12189	PRAMEF17	Pramel39
12190	PRAMEF17	Pramel40
12191	PRAMEF17	AA792892
12192	PRAMEF17	Pramel41
12193	PRAMEF17	Pramel42
12194	PRAMEF17	Pramel43
12195	PRAMEF17	Pramel44
12196	PRAMEF17	Gm6205
12197	PRAMEF17	Gm3183
12198	PRAMEF17	Gm6367
12199	PRAMEF17	Pramel45
12200	PRAMEF17	Gm16513
12201	PRAMEF17	Pramel46
12202	PRAMEF17	Pramel47
12203	PRAMEF17	Pramel48
12204	PRAMEF17	Gm3286
12205	PRAMEF17	Pramel49
12206	PRAMEF17	Pramel50
12207	PRAMEF17	Gm7982
12208	PRAMEF17	E330014E10Rik
12209	PRAMEF17	Pramel7
12210	PRAMEF17	Pramel6
12211	PRAMEF17	Pramel1
12212	PRAMEF17	Pramel12
12213	PRAMEF17	Oog4
12214	PRAMEF17	Gm13043
12215	PRAMEF17	Gm13040
12216	PRAMEF17	Gm13057
12217	PRAMEF17	Pramel20
12218	PRAMEF17	Pramel21
12219	PRAMEF17	Pramel22
12220	PRAMEF17	Pramel23
12221	PRAMEF17	Pramel24
12222	PRAMEF17	Pramel25
12223	PRAMEF17	Pramel26
12224	PRAMEF17	Pramel27
12225	PRAMEF17	Pramel11
12226	PRAMEF17	Pramel16
12227	PRAMEF17	Pramel28
12228	PRAMEF17	Pramel14
12229	PRAMEF17	Pramel4
12230	PRAMEF17	Gm13102
12231	PRAMEF17	Oog3
12232	PRAMEF17	Oog2
12233	PRAMEF17	Pramel29
12234	PRAMEF17	Pramel5
12235	PRAMEF17	Pramel30
12236	PRAMEF17	Pramel31
12237	PRAMEF17	Pramel15
12238	PRAMEF17	Pramel13
12239	NOL9	Nol9
12240	MMEL1	Mmel1
12241	KPRP	Kprp
12242	PRAMEF5	Oog1
12243	PRAMEF5	Gm2042
12244	PRAMEF5	Pramel51
12245	PRAMEF5	Pramel32
12246	PRAMEF5	Pramel17
12247	PRAMEF5	C130073F10Rik
12248	PRAMEF5	Pramel18
12249	PRAMEF5	Pramel19
12250	PRAMEF5	Gm12790
12251	PRAMEF5	Gm12789
12252	PRAMEF5	Pramel33
12253	PRAMEF5	Pramel34
12254	PRAMEF5	Pramel35
12255	PRAMEF5	Pramel36
12256	PRAMEF5	Pramel37
12257	PRAMEF5	Gm6351
12258	PRAMEF5	Pramel38
12259	PRAMEF5	Pramel39
12260	PRAMEF5	Pramel40
12261	PRAMEF5	AA792892
12262	PRAMEF5	Pramel41
12263	PRAMEF5	Pramel42
12264	PRAMEF5	Pramel43
12265	PRAMEF5	Pramel44
12266	PRAMEF5	Gm6205
12267	PRAMEF5	Gm3183
12268	PRAMEF5	Gm6367
12269	PRAMEF5	Pramel45
12270	PRAMEF5	Gm16513
12271	PRAMEF5	Pramel46
12272	PRAMEF5	Pramel47
12273	PRAMEF5	Pramel48
12274	PRAMEF5	Gm3286
12275	PRAMEF5	Pramel49
12276	PRAMEF5	Pramel50
12277	PRAMEF5	Gm7982
12278	PRAMEF5	E330014E10Rik
12279	PRAMEF5	Pramel7
12280	PRAMEF5	Pramel6
12281	PRAMEF5	Pramel1
12282	PRAMEF5	Pramel12
12283	PRAMEF5	Oog4
12284	PRAMEF5	Gm13043
12285	PRAMEF5	Gm13040
12286	PRAMEF5	Gm13057
12287	PRAMEF5	Pramel20
12288	PRAMEF5	Pramel21
12289	PRAMEF5	Pramel22
12290	PRAMEF5	Pramel23
12291	PRAMEF5	Pramel24
12292	PRAMEF5	Pramel25
12293	PRAMEF5	Pramel26
12294	PRAMEF5	Pramel27
12295	PRAMEF5	Pramel11
12296	PRAMEF5	Pramel16
12297	PRAMEF5	Pramel28
12298	PRAMEF5	Pramel14
12299	PRAMEF5	Pramel4
12300	PRAMEF5	Gm13102
12301	PRAMEF5	Oog3
12302	PRAMEF5	Oog2
12303	PRAMEF5	Pramel29
12304	PRAMEF5	Pramel5
12305	PRAMEF5	Pramel30
12306	PRAMEF5	Pramel31
12307	PRAMEF5	Pramel15
12308	PRAMEF5	Pramel13
12309	FAM72D	Fam72a
12310	ANGPTL7	Angptl7
12311	H2AC19	H2ac18
12312	C1orf159	9430015G10Rik
12313	GPATCH3	Gpatch3
12314	NUP210L	Nup210l
12315	MIR200A	Mir200a
12316	CHD1L	Chd1l
12317	CASP9	Casp9
12318	TCHHL1	Tchhl1
12319	CLCNKB	Clcnka
12320	CLCNKB	Clcnkb
12321	PAX7	Pax7
12322	RORC	Rorc
12323	PRAMEF15	Oog1
12324	PRAMEF15	Gm2042
12325	PRAMEF15	Pramel51
12326	PRAMEF15	Pramel32
12327	PRAMEF15	Pramel17
12328	PRAMEF15	C130073F10Rik
12329	PRAMEF15	Pramel18
12330	PRAMEF15	Pramel19
12331	PRAMEF15	Gm12790
12332	PRAMEF15	Gm12789
12333	PRAMEF15	Pramel33
12334	PRAMEF15	Pramel34
12335	PRAMEF15	Pramel35
12336	PRAMEF15	Pramel36
12337	PRAMEF15	Pramel37
12338	PRAMEF15	Gm6351
12339	PRAMEF15	Pramel38
12340	PRAMEF15	Pramel39
12341	PRAMEF15	Pramel40
12342	PRAMEF15	AA792892
12343	PRAMEF15	Pramel41
12344	PRAMEF15	Pramel42
12345	PRAMEF15	Pramel43
12346	PRAMEF15	Pramel44
12347	PRAMEF15	Gm6205
12348	PRAMEF15	Gm3183
12349	PRAMEF15	Gm6367
12350	PRAMEF15	Pramel45
12351	PRAMEF15	Gm16513
12352	PRAMEF15	Pramel46
12353	PRAMEF15	Pramel47
12354	PRAMEF15	Pramel48
12355	PRAMEF15	Gm3286
12356	PRAMEF15	Pramel49
12357	PRAMEF15	Pramel50
12358	PRAMEF15	Gm7982
12359	PRAMEF15	E330014E10Rik
12360	PRAMEF15	Pramel7
12361	PRAMEF15	Pramel6
12362	PRAMEF15	Pramel1
12363	PRAMEF15	Pramel12
12364	PRAMEF15	Oog4
12365	PRAMEF15	Gm13043
12366	PRAMEF15	Gm13040
12367	PRAMEF15	Gm13057
12368	PRAMEF15	Pramel20
12369	PRAMEF15	Pramel21
12370	PRAMEF15	Pramel22
12371	PRAMEF15	Pramel23
12372	PRAMEF15	Pramel24
12373	PRAMEF15	Pramel25
12374	PRAMEF15	Pramel26
12375	PRAMEF15	Pramel27
12376	PRAMEF15	Pramel11
12377	PRAMEF15	Pramel16
12378	PRAMEF15	Pramel28
12379	PRAMEF15	Pramel14
12380	PRAMEF15	Pramel4
12381	PRAMEF15	Gm13102
12382	PRAMEF15	Oog3
12383	PRAMEF15	Oog2
12384	PRAMEF15	Pramel29
12385	PRAMEF15	Pramel5
12386	PRAMEF15	Pramel30
12387	PRAMEF15	Pramel31
12388	PRAMEF15	Pramel15
12389	PRAMEF15	Pramel13
12390	PINK1	Pink1
12391	RCC2	Rcc2
12392	PRAMEF14	Oog1
12393	PRAMEF14	Gm2042
12394	PRAMEF14	Pramel51
12395	PRAMEF14	Pramel32
12396	PRAMEF14	Pramel17
12397	PRAMEF14	C130073F10Rik
12398	PRAMEF14	Pramel18
12399	PRAMEF14	Pramel19
12400	PRAMEF14	Gm12790
12401	PRAMEF14	Gm12789
12402	PRAMEF14	Pramel33
12403	PRAMEF14	Pramel34
12404	PRAMEF14	Pramel35
12405	PRAMEF14	Pramel36
12406	PRAMEF14	Pramel37
12407	PRAMEF14	Gm6351
12408	PRAMEF14	Pramel38
12409	PRAMEF14	Pramel39
12410	PRAMEF14	Pramel40
12411	PRAMEF14	AA792892
12412	PRAMEF14	Pramel41
12413	PRAMEF14	Pramel42
12414	PRAMEF14	Pramel43
12415	PRAMEF14	Pramel44
12416	PRAMEF14	Gm6205
12417	PRAMEF14	Gm3183
12418	PRAMEF14	Gm6367
12419	PRAMEF14	Pramel45
12420	PRAMEF14	Gm16513
12421	PRAMEF14	Pramel46
12422	PRAMEF14	Pramel47
12423	PRAMEF14	Pramel48
12424	PRAMEF14	Gm3286
12425	PRAMEF14	Pramel49
12426	PRAMEF14	Pramel50
12427	PRAMEF14	Gm7982
12428	PRAMEF14	E330014E10Rik
12429	PRAMEF14	Pramel7
12430	PRAMEF14	Pramel6
12431	PRAMEF14	Pramel1
12432	PRAMEF14	Pramel12
12433	PRAMEF14	Oog4
12434	PRAMEF14	Gm13043
12435	PRAMEF14	Gm13040
12436	PRAMEF14	Gm13057
12437	PRAMEF14	Pramel20
12438	PRAMEF14	Pramel21
12439	PRAMEF14	Pramel22
12440	PRAMEF14	Pramel23
12441	PRAMEF14	Pramel24
12442	PRAMEF14	Pramel25
12443	PRAMEF14	Pramel26
12444	PRAMEF14	Pramel27
12445	PRAMEF14	Pramel11
12446	PRAMEF14	Pramel16
12447	PRAMEF14	Pramel28
12448	PRAMEF14	Pramel14
12449	PRAMEF14	Pramel4
12450	PRAMEF14	Gm13102
12451	PRAMEF14	Oog3
12452	PRAMEF14	Oog2
12453	PRAMEF14	Pramel29
12454	PRAMEF14	Pramel5
12455	PRAMEF14	Pramel30
12456	PRAMEF14	Pramel31
12457	PRAMEF14	Pramel15
12458	PRAMEF14	Pramel13
12459	GPR153	Gpr153
12460	THBS3	Thbs3
12461	LELP1	Lelp1
12462	CHTOP	Chtop
12463	TAS1R1	Tas1r1
12464	C1QB	C1qb
12465	S100A2	S100a2
12466	THEM4	Them4
12467	NADK	Nadk
12468	FHAD1	Fhad1
12469	TNFRSF25	Tnfrsf25
12470	CCNL2	Ccnl2
12471	LACTBL1	Lactbl1
12472	S100A5	S100a5
12473	MTHFR	Mthfr
12474	PSMD4	Psmd4
12475	CD52	Cd52
12476	CLSTN1	Clstn1
12477	RIIAD1	Riiad1
12478	CELA3A	Cela3a
12479	CELA3A	Cela3b
12480	ANP32E	Anp32e
12481	LYSMD1	Lysmd1
12482	PDZK1	Pdzk1
12483	CTRC	Ctrc
12484	CRYBG2	Crybg2
12485	CAPZB	Capzb
12486	ACP6	Acp6
12487	CTNNBIP1	Ctnnbip1
12488	PLA2G5	Pla2g5
12489	HAX1	Hax1
12490	EPHA8	Epha8
12491	GATAD2B	Gatad2b
12492	SCAMP3	Scamp3
12493	APH1A	Aph1a
12494	FBXO42	Fbxo42
12495	MTX1	Mtx1
12496	C1orf174	A430005L14Rik
12497	PLOD1	Plod1
12498	RHCE	Rhd
12499	CROCC	Crocc
12500	INTS3	Ints3
12501	PADI4	Padi4
12502	LUZP1	Luzp1
12503	SEMA6C	Sema6c
12504	MICOS10	Micos10
12505	CNR2	Cnr2
12506	SZRD1	Szrd1
12507	ALPL	Alpl
12508	OTUD7B	Otud7b
12509	PIP5K1A	Pip5k1a
12510	SKI	Ski
12511	SLC45A1	Slc45a1
12512	ARHGEF19	Arhgef19
12513	C1orf68	2310050C09Rik
12514	MRTO4	Mrto4
12515	FUCA1	Fuca1
12516	CEP85	Cep85
12517	MICOS10-NBL1	Micos10
12518	ATP8B2	Atp8b2
12519	SRSF10	Srsf10
12520	EPHA2	Epha2
12521	TMEM51	Tmem51
12522	TARDBP	Tardbp
12523	MORN1	Morn1
12524	RNF207	Rnf207
12525	MYOM3	Myom3
12526	PRAMEF25	Oog1
12527	PRAMEF25	Gm2042
12528	PRAMEF25	Pramel51
12529	PRAMEF25	Pramel32
12530	PRAMEF25	Pramel17
12531	PRAMEF25	C130073F10Rik
12532	PRAMEF25	Pramel18
12533	PRAMEF25	Pramel19
12534	PRAMEF25	Gm12790
12535	PRAMEF25	Gm12789
12536	PRAMEF25	Pramel33
12537	PRAMEF25	Pramel34
12538	PRAMEF25	Pramel35
12539	PRAMEF25	Pramel36
12540	PRAMEF25	Pramel37
12541	PRAMEF25	Gm6351
12542	PRAMEF25	Pramel38
12543	PRAMEF25	Pramel39
12544	PRAMEF25	Pramel40
12545	PRAMEF25	AA792892
12546	PRAMEF25	Pramel41
12547	PRAMEF25	Pramel42
12548	PRAMEF25	Pramel43
12549	PRAMEF25	Pramel44
12550	PRAMEF25	Gm6205
12551	PRAMEF25	Gm3183
12552	PRAMEF25	Gm6367
12553	PRAMEF25	Pramel45
12554	PRAMEF25	Gm16513
12555	PRAMEF25	Pramel46
12556	PRAMEF25	Pramel47
12557	PRAMEF25	Pramel48
12558	PRAMEF25	Gm3286
12559	PRAMEF25	Pramel49
12560	PRAMEF25	Pramel50
12561	PRAMEF25	Gm7982
12562	PRAMEF25	E330014E10Rik
12563	PRAMEF25	Pramel7
12564	PRAMEF25	Pramel6
12565	PRAMEF25	Pramel1
12566	PRAMEF25	Pramel12
12567	PRAMEF25	Oog4
12568	PRAMEF25	Gm13043
12569	PRAMEF25	Gm13040
12570	PRAMEF25	Gm13057
12571	PRAMEF25	Pramel20
12572	PRAMEF25	Pramel21
12573	PRAMEF25	Pramel22
12574	PRAMEF25	Pramel23
12575	PRAMEF25	Pramel24
12576	PRAMEF25	Pramel25
12577	PRAMEF25	Pramel26
12578	PRAMEF25	Pramel27
12579	PRAMEF25	Pramel11
12580	PRAMEF25	Pramel16
12581	PRAMEF25	Pramel28
12582	PRAMEF25	Pramel14
12583	PRAMEF25	Pramel4
12584	PRAMEF25	Gm13102
12585	PRAMEF25	Oog3
12586	PRAMEF25	Oog2
12587	PRAMEF25	Pramel29
12588	PRAMEF25	Pramel5
12589	PRAMEF25	Pramel30
12590	PRAMEF25	Pramel31
12591	PRAMEF25	Pramel15
12592	PRAMEF25	Pramel13
12593	S100A10	S100a10
12594	CDK11B	Cdk11b
12595	C1orf232	Gm30191
12596	PRAMEF4	Oog1
12597	PRAMEF4	Gm2042
12598	PRAMEF4	Pramel51
12599	PRAMEF4	Pramel32
12600	PRAMEF4	Pramel17
12601	PRAMEF4	C130073F10Rik
12602	PRAMEF4	Pramel18
12603	PRAMEF4	Pramel19
12604	PRAMEF4	Gm12790
12605	PRAMEF4	Gm12789
12606	PRAMEF4	Pramel33
12607	PRAMEF4	Pramel34
12608	PRAMEF4	Pramel35
12609	PRAMEF4	Pramel36
12610	PRAMEF4	Pramel37
12611	PRAMEF4	Gm6351
12612	PRAMEF4	Pramel38
12613	PRAMEF4	Pramel39
12614	PRAMEF4	Pramel40
12615	PRAMEF4	AA792892
12616	PRAMEF4	Pramel41
12617	PRAMEF4	Pramel42
12618	PRAMEF4	Pramel43
12619	PRAMEF4	Pramel44
12620	PRAMEF4	Gm6205
12621	PRAMEF4	Gm3183
12622	PRAMEF4	Gm6367
12623	PRAMEF4	Pramel45
12624	PRAMEF4	Gm16513
12625	PRAMEF4	Pramel46
12626	PRAMEF4	Pramel47
12627	PRAMEF4	Pramel48
12628	PRAMEF4	Gm3286
12629	PRAMEF4	Pramel49
12630	PRAMEF4	Pramel50
12631	PRAMEF4	Gm7982
12632	PRAMEF4	E330014E10Rik
12633	PRAMEF4	Pramel7
12634	PRAMEF4	Pramel6
12635	PRAMEF4	Pramel1
12636	PRAMEF4	Pramel12
12637	PRAMEF4	Oog4
12638	PRAMEF4	Gm13043
12639	PRAMEF4	Gm13040
12640	PRAMEF4	Gm13057
12641	PRAMEF4	Pramel20
12642	PRAMEF4	Pramel21
12643	PRAMEF4	Pramel22
12644	PRAMEF4	Pramel23
12645	PRAMEF4	Pramel24
12646	PRAMEF4	Pramel25
12647	PRAMEF4	Pramel26
12648	PRAMEF4	Pramel27
12649	PRAMEF4	Pramel11
12650	PRAMEF4	Pramel16
12651	PRAMEF4	Pramel28
12652	PRAMEF4	Pramel14
12653	PRAMEF4	Pramel4
12654	PRAMEF4	Gm13102
12655	PRAMEF4	Oog3
12656	PRAMEF4	Oog2
12657	PRAMEF4	Pramel29
12658	PRAMEF4	Pramel5
12659	PRAMEF4	Pramel30
12660	PRAMEF4	Pramel31
12661	PRAMEF4	Pramel15
12662	PRAMEF4	Pramel13
12663	KDF1	Kdf1
12664	DCST2	Dcst2
12665	C1orf189	1700094D03Rik
12666	C1orf56	Gm128
12667	CTSK	Ctsk
12668	PYGO2	Pygo2
12669	C1QTNF12	C1qtnf12
12670	SRRM1	Srrm1
12671	SLC27A3	Slc27a3
12672	PUSL1	Pusl1
12673	C2CD4D	C2cd4d
12674	ATP13A2	Atp13a2
12675	TCHH	Tchh
12676	PRAMEF11	Oog1
12677	PRAMEF11	Gm2042
12678	PRAMEF11	Pramel51
12679	PRAMEF11	Pramel32
12680	PRAMEF11	Pramel17
12681	PRAMEF11	C130073F10Rik
12682	PRAMEF11	Pramel18
12683	PRAMEF11	Pramel19
12684	PRAMEF11	Gm12790
12685	PRAMEF11	Gm12789
12686	PRAMEF11	Pramel33
12687	PRAMEF11	Pramel34
12688	PRAMEF11	Pramel35
12689	PRAMEF11	Pramel36
12690	PRAMEF11	Pramel37
12691	PRAMEF11	Gm6351
12692	PRAMEF11	Pramel38
12693	PRAMEF11	Pramel39
12694	PRAMEF11	Pramel40
12695	PRAMEF11	AA792892
12696	PRAMEF11	Pramel41
12697	PRAMEF11	Pramel42
12698	PRAMEF11	Pramel43
12699	PRAMEF11	Pramel44
12700	PRAMEF11	Gm6205
12701	PRAMEF11	Gm3183
12702	PRAMEF11	Gm6367
12703	PRAMEF11	Pramel45
12704	PRAMEF11	Gm16513
12705	PRAMEF11	Pramel46
12706	PRAMEF11	Pramel47
12707	PRAMEF11	Pramel48
12708	PRAMEF11	Gm3286
12709	PRAMEF11	Pramel49
12710	PRAMEF11	Pramel50
12711	PRAMEF11	Gm7982
12712	PRAMEF11	E330014E10Rik
12713	PRAMEF11	Pramel7
12714	PRAMEF11	Pramel6
12715	PRAMEF11	Pramel1
12716	PRAMEF11	Pramel12
12717	PRAMEF11	Oog4
12718	PRAMEF11	Gm13043
12719	PRAMEF11	Gm13040
12720	PRAMEF11	Gm13057
12721	PRAMEF11	Pramel20
12722	PRAMEF11	Pramel21
12723	PRAMEF11	Pramel22
12724	PRAMEF11	Pramel23
12725	PRAMEF11	Pramel24
12726	PRAMEF11	Pramel25
12727	PRAMEF11	Pramel26
12728	PRAMEF11	Pramel27
12729	PRAMEF11	Pramel11
12730	PRAMEF11	Pramel16
12731	PRAMEF11	Pramel28
12732	PRAMEF11	Pramel14
12733	PRAMEF11	Pramel4
12734	PRAMEF11	Gm13102
12735	PRAMEF11	Oog3
12736	PRAMEF11	Oog2
12737	PRAMEF11	Pramel29
12738	PRAMEF11	Pramel5
12739	PRAMEF11	Pramel30
12740	PRAMEF11	Pramel31
12741	PRAMEF11	Pramel15
12742	PRAMEF11	Pramel13
12743	ACAP3	Acap3
12744	CA14	Car14
12745	PAQR7	Paqr7
12746	PRAMEF7	Oog1
12747	PRAMEF7	Gm2042
12748	PRAMEF7	Pramel51
12749	PRAMEF7	Pramel32
12750	PRAMEF7	Pramel17
12751	PRAMEF7	C130073F10Rik
12752	PRAMEF7	Pramel18
12753	PRAMEF7	Pramel19
12754	PRAMEF7	Gm12790
12755	PRAMEF7	Gm12789
12756	PRAMEF7	Pramel33
12757	PRAMEF7	Pramel34
12758	PRAMEF7	Pramel35
12759	PRAMEF7	Pramel36
12760	PRAMEF7	Pramel37
12761	PRAMEF7	Gm6351
12762	PRAMEF7	Pramel38
12763	PRAMEF7	Pramel39
12764	PRAMEF7	Pramel40
12765	PRAMEF7	AA792892
12766	PRAMEF7	Pramel41
12767	PRAMEF7	Pramel42
12768	PRAMEF7	Pramel43
12769	PRAMEF7	Pramel44
12770	PRAMEF7	Gm6205
12771	PRAMEF7	Gm3183
12772	PRAMEF7	Gm6367
12773	PRAMEF7	Pramel45
12774	PRAMEF7	Gm16513
12775	PRAMEF7	Pramel46
12776	PRAMEF7	Pramel47
12777	PRAMEF7	Pramel48
12778	PRAMEF7	Gm3286
12779	PRAMEF7	Pramel49
12780	PRAMEF7	Pramel50
12781	PRAMEF7	Gm7982
12782	PRAMEF7	E330014E10Rik
12783	PRAMEF7	Pramel7
12784	PRAMEF7	Pramel6
12785	PRAMEF7	Pramel1
12786	PRAMEF7	Pramel12
12787	PRAMEF7	Oog4
12788	PRAMEF7	Gm13043
12789	PRAMEF7	Gm13040
12790	PRAMEF7	Gm13057
12791	PRAMEF7	Pramel20
12792	PRAMEF7	Pramel21
12793	PRAMEF7	Pramel22
12794	PRAMEF7	Pramel23
12795	PRAMEF7	Pramel24
12796	PRAMEF7	Pramel25
12797	PRAMEF7	Pramel26
12798	PRAMEF7	Pramel27
12799	PRAMEF7	Pramel11
12800	PRAMEF7	Pramel16
12801	PRAMEF7	Pramel28
12802	PRAMEF7	Pramel14
12803	PRAMEF7	Pramel4
12804	PRAMEF7	Gm13102
12805	PRAMEF7	Oog3
12806	PRAMEF7	Oog2
12807	PRAMEF7	Pramel29
12808	PRAMEF7	Pramel5
12809	PRAMEF7	Pramel30
12810	PRAMEF7	Pramel31
12811	PRAMEF7	Pramel15
12812	PRAMEF7	Pramel13
12813	TNFRSF14	Tnfrsf14
12814	CELA2B	Cela2a
12815	AGMAT	Agmat
12816	ATAD3A	Atad3a
12817	AJAP1	Ajap1
12818	SYF2	Syf2
12819	SLC25A33	Slc25a33
12820	FAM189B	Fam189b
12821	HORMAD1	Hormad1
12822	PRDM2	Prdm2
12823	PRAMEF6	Gm2042
12824	PRAMEF6	Pramel51
12825	PRAMEF6	Pramel32
12826	PRAMEF6	Pramel17
12827	PRAMEF6	C130073F10Rik
12828	PRAMEF6	Pramel18
12829	PRAMEF6	Pramel19
12830	PRAMEF6	Gm12790
12831	PRAMEF6	Gm12789
12832	PRAMEF6	Pramel33
12833	PRAMEF6	Pramel34
12834	PRAMEF6	Pramel35
12835	PRAMEF6	Pramel36
12836	PRAMEF6	Pramel37
12837	PRAMEF6	Gm6351
12838	PRAMEF6	Pramel38
12839	PRAMEF6	Pramel39
12840	PRAMEF6	Pramel40
12841	PRAMEF6	AA792892
12842	PRAMEF6	Pramel41
12843	PRAMEF6	Pramel42
12844	PRAMEF6	Pramel43
12845	PRAMEF6	Pramel44
12846	PRAMEF6	Gm6205
12847	PRAMEF6	Gm3183
12848	PRAMEF6	Gm6367
12849	PRAMEF6	Pramel45
12850	PRAMEF6	Gm16513
12851	PRAMEF6	Pramel46
12852	PRAMEF6	Pramel47
12853	PRAMEF6	Pramel48
12854	PRAMEF6	Gm3286
12855	PRAMEF6	Pramel49
12856	PRAMEF6	Pramel50
12857	PRAMEF6	Gm7982
12858	PRAMEF6	E330014E10Rik
12859	PRAMEF6	Pramel7
12860	PRAMEF6	Pramel6
12861	PRAMEF6	Pramel1
12862	PRAMEF6	Pramel12
12863	PRAMEF6	Oog4
12864	PRAMEF6	Gm13043
12865	PRAMEF6	Gm13040
12866	PRAMEF6	Gm13057
12867	PRAMEF6	Pramel20
12868	PRAMEF6	Pramel21
12869	PRAMEF6	Pramel22
12870	PRAMEF6	Pramel23
12871	PRAMEF6	Pramel24
12872	PRAMEF6	Pramel25
12873	PRAMEF6	Pramel26
12874	PRAMEF6	Pramel27
12875	PRAMEF6	Pramel11
12876	PRAMEF6	Pramel16
12877	PRAMEF6	Pramel28
12878	PRAMEF6	Pramel14
12879	PRAMEF6	Pramel4
12880	PRAMEF6	Gm13102
12881	PRAMEF6	Oog3
12882	PRAMEF6	Oog2
12883	PRAMEF6	Pramel29
12884	PRAMEF6	Pramel5
12885	PRAMEF6	Pramel30
12886	PRAMEF6	Pramel31
12887	PRAMEF6	Pramel15
12888	PRAMEF6	Pramel13
12889	RAB13	Rab13
12890	SPEN	Spen
12891	GPR89B	Gpr89
12892	SLC2A5	Slc2a5
12893	SHE	She
12894	PRAMEF8	Gm2042
12895	PRAMEF8	Pramel51
12896	PRAMEF8	Pramel32
12897	PRAMEF8	Pramel17
12898	PRAMEF8	C130073F10Rik
12899	PRAMEF8	Pramel18
12900	PRAMEF8	Pramel19
12901	PRAMEF8	Gm12790
12902	PRAMEF8	Gm12789
12903	PRAMEF8	Pramel33
12904	PRAMEF8	Pramel34
12905	PRAMEF8	Pramel35
12906	PRAMEF8	Pramel36
12907	PRAMEF8	Pramel37
12908	PRAMEF8	Gm6351
12909	PRAMEF8	Pramel38
12910	PRAMEF8	Pramel39
12911	PRAMEF8	Pramel40
12912	PRAMEF8	AA792892
12913	PRAMEF8	Pramel41
12914	PRAMEF8	Pramel42
12915	PRAMEF8	Pramel43
12916	PRAMEF8	Pramel44
12917	PRAMEF8	Gm6205
12918	PRAMEF8	Gm3183
12919	PRAMEF8	Gm6367
12920	PRAMEF8	Pramel45
12921	PRAMEF8	Gm16513
12922	PRAMEF8	Pramel46
12923	PRAMEF8	Pramel47
12924	PRAMEF8	Pramel48
12925	PRAMEF8	Gm3286
12926	PRAMEF8	Pramel49
12927	PRAMEF8	Pramel50
12928	PRAMEF8	Gm7982
12929	PRAMEF8	E330014E10Rik
12930	PRAMEF8	Pramel7
12931	PRAMEF8	Pramel6
12932	PRAMEF8	Pramel1
12933	PRAMEF8	Pramel12
12934	PRAMEF8	Oog4
12935	PRAMEF8	Gm13043
12936	PRAMEF8	Gm13040
12937	PRAMEF8	Gm13057
12938	PRAMEF8	Pramel20
12939	PRAMEF8	Pramel21
12940	PRAMEF8	Pramel22
12941	PRAMEF8	Pramel23
12942	PRAMEF8	Pramel24
12943	PRAMEF8	Pramel25
